plot_name,series,token_index,n,mean,std,q02_5,q25,median,q75,q97_5
n2_entropy_token_level,N2P,0.0,122,2.1856021229174734,0.34798830839352285,1.431692630830133,1.9604453332522933,2.2509069492560383,2.449766557795632,2.733441464673116
n2_entropy_token_level,N2P,1.0,122,1.3034148856110899,0.36441828309372243,0.5887095976964395,1.0555198447355654,1.3239515363751613,1.5564391541756946,1.9690013373914814
n2_entropy_token_level,N2P,2.0,122,1.28486443621246,0.3456988102477027,0.6170453455714376,1.0058889571800824,1.2562450970605727,1.5572683657889856,1.8803446711554042
n2_entropy_token_level,N2P,3.0,122,1.062533980518083,0.36343796571148407,0.4108305855776521,0.8364073299338405,1.0654199786841214,1.3261171267229814,1.7656810065937365
n2_entropy_token_level,N2P,4.0,122,0.9835824817238211,0.37759498745079173,0.3573888983260815,0.7048384985768491,0.9664594834786608,1.2803647302849133,1.7285070072553108
n2_entropy_token_level,N2P,5.0,122,0.9514233198736901,0.34118886224902845,0.38995754659609366,0.6852849693863321,0.9166461849951494,1.2288408730170977,1.693288150707637
n2_entropy_token_level,N2P,6.0,122,0.9897617176376476,0.33231822739597555,0.4127718661952287,0.7453441710134754,0.9833974076584429,1.2577262790348187,1.6443353780032004
n2_entropy_token_level,N2P,7.0,122,0.8938762497753493,0.33201264883245507,0.29069240221709175,0.6730737097180697,0.8804377297153576,1.1286267517174218,1.5449833291524748
n2_entropy_token_level,N2P,8.0,122,0.9475942357225183,0.325295831625784,0.3352839011344434,0.7253074468567592,0.9082642233170698,1.1766434148488907,1.5569904084455102
n2_entropy_token_level,N2P,9.0,122,0.8801689931217718,0.38133711965014305,0.2016476481998499,0.6146680820605596,0.8769680040724026,1.1058716982448509,1.576551055186922
n2_entropy_token_level,N2P,10.0,122,0.8667817442547622,0.33682770345950364,0.31307506557769454,0.6359958309399416,0.861751194133396,1.0804613543445671,1.6162770853753672
n2_entropy_token_level,N2P,11.0,122,0.8625668874056879,0.3660002749845592,0.3109018222814119,0.633716817870384,0.8088234361693576,1.0068230855669886,1.8349234038874822
n2_entropy_token_level,N2P,12.0,122,0.8371463391505125,0.35889586761653675,0.3055138492500156,0.5606929782568095,0.7906910941630576,1.0234058646657718,1.6677476182355675
n2_entropy_token_level,N2P,13.0,122,0.785115813138624,0.34701819784639554,0.26532128311310427,0.5620555321725001,0.6931772025916674,0.9656447194455847,1.5826907587283292
n2_entropy_token_level,N2P,14.0,122,0.7737381088855132,0.3456454982413428,0.24655484165092653,0.5082818513012928,0.727684677678635,0.9968618523674191,1.4430741758587582
n2_entropy_token_level,N2P,15.0,122,0.6917726052244422,0.34649760028563714,0.18540630535101565,0.4477655667920351,0.6397446966401428,0.8850003085591356,1.4973597075951104
n2_entropy_token_level,N2P,16.0,122,0.7198439410202911,0.3397359227373147,0.2307074859922031,0.45426299885259286,0.6548681006192081,0.9388960450000973,1.513821623412856
n2_entropy_token_level,N2P,17.0,122,0.6735338834030153,0.31628963186825865,0.1638359390908563,0.4455323297915783,0.6233451238943124,0.8721786960579773,1.3640997619022182
n2_entropy_token_level,N2P,18.0,122,0.6791421166160093,0.3268864208014039,0.1517418545741982,0.4434264197088551,0.6594986795878967,0.8971094536946695,1.4290848879302833
n2_entropy_token_level,N2P,19.0,122,0.6615500099320729,0.33383619991332747,0.1561548661238444,0.4067270928343523,0.6236122379527482,0.8609177745004994,1.4575845748580403
n2_entropy_token_level,N2P,20.0,122,0.6588746429799223,0.3459656909565928,0.10588719391125924,0.401218384751929,0.6039276706430408,0.8187184190395449,1.4318236382017773
n2_entropy_token_level,N2P,21.0,122,0.673977679423732,0.36236776158382666,0.13776833470812958,0.3935873050934307,0.5961249501422186,0.8831930261121054,1.4002584229111865
n2_entropy_token_level,N2P,22.0,122,0.6486686720054232,0.3673029105785809,0.09370099700900197,0.351149628477627,0.596237564899011,0.8709615989660554,1.4461805037695206
n2_entropy_token_level,N2P,23.0,122,0.6188058009555023,0.3682803622374556,0.09858438823206996,0.3328123751821064,0.5944532241163052,0.8700823470701471,1.4352665291905817
n2_entropy_token_level,N2P,24.0,122,0.6337009459888495,0.37837510926733164,0.10059602696694717,0.3577607893849324,0.5536341872767624,0.8413746703701513,1.3100798322563114
n2_entropy_token_level,N2P,25.0,122,0.6014000049378216,0.3355564017132941,0.09747868264732094,0.3669141305734924,0.5376095968033128,0.8066786466497003,1.2689250826992582
n2_entropy_token_level,N2P,26.0,122,0.6170150345010185,0.3565158259496358,0.10407863758631808,0.3640136684095945,0.5731899085914874,0.8363957327818001,1.534375109755422
n2_entropy_token_level,N2P,27.0,122,0.5749830918455383,0.3242213034188689,0.09429947162372118,0.3151558393248573,0.550263561702613,0.772802007754757,1.1983086605216
n2_entropy_token_level,N2P,28.0,122,0.5946920732050843,0.3487275374311706,0.061019531504120775,0.3116076732321969,0.5723090337061324,0.8105880518639234,1.2867552886635658
n2_entropy_token_level,N2P,29.0,122,0.5867337563772074,0.35689652822268925,0.02668022954943836,0.30952825342138146,0.5610158062292081,0.8453046240568949,1.3871327197365366
n2_entropy_token_level,N2P,30.0,122,0.5899124553429269,0.3434819882318981,0.053466482495278314,0.3615489266020818,0.5565380042215098,0.7801694793146692,1.3354327838125635
n2_entropy_token_level,N2P,31.0,122,0.566874692377696,0.3682177185454984,0.03302361053959926,0.26510819762297094,0.49207880471043247,0.8177028726996014,1.36406755016841
n2_entropy_token_level,N2P,32.0,122,0.5711391115008485,0.3422258396412264,0.05460722282923574,0.3048585155895067,0.5377116841798524,0.813271975883772,1.288792162055051
n2_entropy_token_level,N2P,33.0,122,0.5647988856350236,0.35477162020046066,0.0981972645537346,0.3151426610809191,0.4886175613312581,0.7739593389499735,1.3452798848429481
n2_entropy_token_level,N2P,34.0,122,0.5765506387424244,0.3367095299589358,0.023591981255346832,0.3694583603564554,0.53596950709135,0.7082313903878782,1.3844446443279643
